Nombre,Numero,Posicion,Fecha_Nacimiento,Lugar_Nacimiento,Altura,Peso,Temporada,Equipo,Competicion,Iniciados,Bancas,Goles,Asistencias,Disparos,Al_Arco,Cometidas,Recibidas,Amarillas,Rojas
Bobby Petta,Número: 17 ,Posición: Volante ,Fecha de nacimiento: 6/ago/1974 ,Altura: 1.70m ,Peso: 71.28 kg ,NoDisp,"
Estadísticas 2001/02 ",Celtic,SPFL,8,6,0,0,0,0,0,0,4,0
Bobby Petta,Número: 17 ,Posición: Volante ,Fecha de nacimiento: 6/ago/1974 ,Altura: 1.70m ,Peso: 71.28 kg ,NoDisp,"
Estadísticas 2001/02 ",Celtic,UCL,2,1,1,0,0,0,0,0,0,0
Bobby Petta,Número: 17 ,Posición: Volante ,Fecha de nacimiento: 6/ago/1974 ,Altura: 1.70m ,Peso: 71.28 kg ,NoDisp,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",UCL,2,1,1,0,0,0,0,0,0,0
Olivier Tebily,Edad: 38 ,Fecha de nacimiento: 19/dic/1975 ,Altura: 1.83m ,Peso: 82.63 kg ,0.0,NoDisp,"
Estadísticas 2008/09 ",Toronto FC,MLS,3,1,0,0,0,0,3,3,0,0
Olivier Tebily,Edad: 38 ,Fecha de nacimiento: 19/dic/1975 ,Altura: 1.83m ,Peso: 82.63 kg ,0.0,NoDisp,"
Estadísticas 2006/07 ",Birmingham City,LC,5,1,0,0,2,1,7,5,1,0
Olivier Tebily,Edad: 38 ,Fecha de nacimiento: 19/dic/1975 ,Altura: 1.83m ,Peso: 82.63 kg ,0.0,NoDisp,"
Estadísticas 2006/07 ",Birmingham City,CC,1,0,0,0,0,0,3,1,0,0
Olivier Tebily,Edad: 38 ,Fecha de nacimiento: 19/dic/1975 ,Altura: 1.83m ,Peso: 82.63 kg ,0.0,NoDisp,"
Estadísticas 2005/06 ",Birmingham City,CC,1,0,0,0,0,0,0,0,0,0
Olivier Tebily,Edad: 38 ,Fecha de nacimiento: 19/dic/1975 ,Altura: 1.83m ,Peso: 82.63 kg ,0.0,NoDisp,"
Estadísticas 2005/06 ",Birmingham City,FAC,1,1,0,0,0,0,1,0,1,0
Olivier Tebily,Edad: 38 ,Fecha de nacimiento: 19/dic/1975 ,Altura: 1.83m ,Peso: 82.63 kg ,0.0,NoDisp,"
Estadísticas 2005/06 ",Birmingham City,Prem,12,4,0,0,4,2,23,11,3,0
Olivier Tebily,Edad: 38 ,Fecha de nacimiento: 19/dic/1975 ,Altura: 1.83m ,Peso: 82.63 kg ,0.0,NoDisp,"
Estadísticas 2004/05 ",Birmingham City,Prem,9,6,0,0,3,0,13,4,2,0
Olivier Tebily,Edad: 38 ,Fecha de nacimiento: 19/dic/1975 ,Altura: 1.83m ,Peso: 82.63 kg ,0.0,NoDisp,"
Estadísticas 2004/05 ",Birmingham City,FAC,0,2,0,0,0,0,0,0,0,0
Olivier Tebily,Edad: 38 ,Fecha de nacimiento: 19/dic/1975 ,Altura: 1.83m ,Peso: 82.63 kg ,0.0,NoDisp,"
Estadísticas 2004/05 ",Birmingham City,CC,0,0,0,0,0,0,0,0,0,0
Olivier Tebily,Edad: 38 ,Fecha de nacimiento: 19/dic/1975 ,Altura: 1.83m ,Peso: 82.63 kg ,0.0,NoDisp,"
Estadísticas 2003/04 ",Birmingham City,CC,0,0,0,0,0,0,0,0,0,0
Olivier Tebily,Edad: 38 ,Fecha de nacimiento: 19/dic/1975 ,Altura: 1.83m ,Peso: 82.63 kg ,0.0,NoDisp,"
Estadísticas 2003/04 ",Birmingham City,FAC,2,0,0,0,0,0,0,0,0,0
Olivier Tebily,Edad: 38 ,Fecha de nacimiento: 19/dic/1975 ,Altura: 1.83m ,Peso: 82.63 kg ,0.0,NoDisp,"
Estadísticas 2003/04 ",Birmingham City,Prem,17,10,0,0,9,9,28,14,4,0
Olivier Tebily,Edad: 38 ,Fecha de nacimiento: 19/dic/1975 ,Altura: 1.83m ,Peso: 82.63 kg ,0.0,NoDisp,"
Estadísticas 2002/03 ",Birmingham City,Prem,12,0,0,0,8,4,0,0,5,1
Olivier Tebily,Edad: 38 ,Fecha de nacimiento: 19/dic/1975 ,Altura: 1.83m ,Peso: 82.63 kg ,0.0,NoDisp,"
Estadísticas 2002/03 ",Birmingham City,CC,1,0,0,0,0,0,0,0,0,0
Olivier Tebily,Edad: 38 ,Fecha de nacimiento: 19/dic/1975 ,Altura: 1.83m ,Peso: 82.63 kg ,0.0,NoDisp,"
Estadísticas 2001/02 ",Celtic,LC,1,0,1,0,0,0,0,0,0,0
Olivier Tebily,Edad: 38 ,Fecha de nacimiento: 19/dic/1975 ,Altura: 1.83m ,Peso: 82.63 kg ,0.0,NoDisp,"
Estadísticas 2001/02 ",Celtic,SFAC,1,0,0,0,0,0,0,0,0,0
Olivier Tebily,Edad: 38 ,Fecha de nacimiento: 19/dic/1975 ,Altura: 1.83m ,Peso: 82.63 kg ,0.0,NoDisp,"
Estadísticas 2001/02 ",Celtic,SPFL,3,3,0,0,0,0,0,0,1,0
Olivier Tebily,Edad: 38 ,Fecha de nacimiento: 19/dic/1975 ,Altura: 1.83m ,Peso: 82.63 kg ,0.0,NoDisp,"
Estadísticas 2001/02 ",Celtic,UEFA,0,0,0,0,0,0,0,0,0,0
Olivier Tebily,Edad: 38 ,Fecha de nacimiento: 19/dic/1975 ,Altura: 1.83m ,Peso: 82.63 kg ,0.0,NoDisp,"
Estadísticas 2001/02 ",Birmingham City,LC,10,0,0,0,0,0,0,0,0,0
Olivier Tebily,Edad: 38 ,Fecha de nacimiento: 19/dic/1975 ,Altura: 1.83m ,Peso: 82.63 kg ,0.0,NoDisp,"
Estadísticas 2001/02 ",Celtic,UCL,0,0,0,0,0,0,0,0,0,0
Olivier Tebily,Edad: 38 ,Fecha de nacimiento: 19/dic/1975 ,Altura: 1.83m ,Peso: 82.63 kg ,0.0,NoDisp,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",UCL,0,0,0,0,0,0,0,0,0,0
Didier Agathe,Número: 17 ,Edad: 39 ,Altura: 1.80m ,Peso: 76 kg ,0.0,NoDisp,"
Estadísticas 2006/07 ",Aston Villa,CC,0,1,0,0,0,0,0,0,0,0
Didier Agathe,Número: 17 ,Edad: 39 ,Altura: 1.80m ,Peso: 76 kg ,0.0,NoDisp,"
Estadísticas 2006/07 ",Aston Villa,Prem,0,5,0,0,0,0,0,3,0,0
Didier Agathe,Número: 17 ,Edad: 39 ,Altura: 1.80m ,Peso: 76 kg ,0.0,NoDisp,"
Estadísticas 2005/06 ",Celtic,SPFL,0,4,0,0,0,0,0,0,0,0
Didier Agathe,Número: 17 ,Edad: 39 ,Altura: 1.80m ,Peso: 76 kg ,0.0,NoDisp,"
Estadísticas 2004/05 ",Celtic,UCL,5,0,0,0,0,0,0,0,0,0
Didier Agathe,Número: 17 ,Edad: 39 ,Altura: 1.80m ,Peso: 76 kg ,0.0,NoDisp,"
Estadísticas 2004/05 ",Celtic,SPFL,14,2,0,0,0,0,0,0,1,0
Didier Agathe,Número: 17 ,Edad: 39 ,Altura: 1.80m ,Peso: 76 kg ,0.0,NoDisp,"
Estadísticas 2004/05 ",Celtic,LC,1,0,0,0,0,0,0,0,0,0
Didier Agathe,Número: 17 ,Edad: 39 ,Altura: 1.80m ,Peso: 76 kg ,0.0,NoDisp,"
Estadísticas 2004/05 ",Celtic,SFAC,2,0,0,0,0,0,0,0,0,0
Didier Agathe,Número: 17 ,Edad: 39 ,Altura: 1.80m ,Peso: 76 kg ,0.0,NoDisp,"
Estadísticas 2003/04 ",Celtic,SFAC,5,0,0,0,0,0,0,0,0,0
Didier Agathe,Número: 17 ,Edad: 39 ,Altura: 1.80m ,Peso: 76 kg ,0.0,NoDisp,"
Estadísticas 2003/04 ",Celtic,UEFA,6,0,0,0,0,0,0,0,0,0
Didier Agathe,Número: 17 ,Edad: 39 ,Altura: 1.80m ,Peso: 76 kg ,0.0,NoDisp,"
Estadísticas 2003/04 ",Celtic,SPFL,26,1,5,0,0,0,0,0,0,1
Didier Agathe,Número: 17 ,Edad: 39 ,Altura: 1.80m ,Peso: 76 kg ,0.0,NoDisp,"
Estadísticas 2003/04 ",Celtic,UCL,7,0,1,0,0,0,0,0,0,0
Didier Agathe,Número: 17 ,Edad: 39 ,Altura: 1.80m ,Peso: 76 kg ,0.0,NoDisp,"
Estadísticas 2002/03 ",Celtic,UCL,0,1,0,0,0,0,0,0,0,0
Didier Agathe,Número: 17 ,Edad: 39 ,Altura: 1.80m ,Peso: 76 kg ,0.0,NoDisp,"
Estadísticas 2002/03 ",Celtic,SPFL,24,3,0,0,0,0,0,0,2,0
Didier Agathe,Número: 17 ,Edad: 39 ,Altura: 1.80m ,Peso: 76 kg ,0.0,NoDisp,"
Estadísticas 2002/03 ",Celtic,UEFA,10,0,0,0,0,0,0,0,1,0
Didier Agathe,Número: 17 ,Edad: 39 ,Altura: 1.80m ,Peso: 76 kg ,0.0,NoDisp,"
Estadísticas 2002/03 ",Celtic,LC,2,0,0,0,0,0,0,0,0,0
Didier Agathe,Número: 17 ,Edad: 39 ,Altura: 1.80m ,Peso: 76 kg ,0.0,NoDisp,"
Estadísticas 2001/02 ",Celtic,LC,1,0,0,0,0,0,0,0,0,0
Didier Agathe,Número: 17 ,Edad: 39 ,Altura: 1.80m ,Peso: 76 kg ,0.0,NoDisp,"
Estadísticas 2001/02 ",Celtic,SFAC,3,0,0,0,0,0,0,0,1,0
Didier Agathe,Número: 17 ,Edad: 39 ,Altura: 1.80m ,Peso: 76 kg ,0.0,NoDisp,"
Estadísticas 2001/02 ",Celtic,SPFL,12,0,1,0,0,0,0,0,1,0
Didier Agathe,Número: 17 ,Edad: 39 ,Altura: 1.80m ,Peso: 76 kg ,0.0,NoDisp,"
Estadísticas 2001/02 ",Celtic,UCL,2,0,1,0,0,0,0,0,0,0
Didier Agathe,Número: 17 ,Edad: 39 ,Altura: 1.80m ,Peso: 76 kg ,0.0,NoDisp,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",UCL,2,0,1,0,0,0,0,0,0,0
Neil Lennon,Número: 18 ,Edad: 43 ,Lugar de nacimiento: Irlanda Del Norte ,Altura: 1.75m ,Peso: 73 kg ,NoDisp,"
Estadísticas 2007/08 ",Nottingham Forest,JPT,0,1,0,0,0,0,0,0,0,0
Neil Lennon,Número: 18 ,Edad: 43 ,Lugar de nacimiento: Irlanda Del Norte ,Altura: 1.75m ,Peso: 73 kg ,NoDisp,"
Estadísticas 2007/08 ",Nottingham Forest,FAC,1,0,0,0,0,0,0,0,0,0
Neil Lennon,Número: 18 ,Edad: 43 ,Lugar de nacimiento: Irlanda Del Norte ,Altura: 1.75m ,Peso: 73 kg ,NoDisp,"
Estadísticas 2007/08 ",Wycombe Wanderers,L2,8,1,0,0,2,0,2,7,1,0
Neil Lennon,Número: 18 ,Edad: 43 ,Lugar de nacimiento: Irlanda Del Norte ,Altura: 1.75m ,Peso: 73 kg ,NoDisp,"
Estadísticas 2007/08 ",Nottingham Forest,L1,15,3,0,0,2,1,6,6,4,0
Neil Lennon,Número: 18 ,Edad: 43 ,Lugar de nacimiento: Irlanda Del Norte ,Altura: 1.75m ,Peso: 73 kg ,NoDisp,"
Estadísticas 2006/07 ",Celtic,UCL,8,0,0,0,1,0,6,0,2,0
Neil Lennon,Número: 18 ,Edad: 43 ,Lugar de nacimiento: Irlanda Del Norte ,Altura: 1.75m ,Peso: 73 kg ,NoDisp,"
Estadísticas 2006/07 ",Celtic,SPFL,30,1,0,1,10,3,12,15,6,1
Neil Lennon,Número: 18 ,Edad: 43 ,Lugar de nacimiento: Irlanda Del Norte ,Altura: 1.75m ,Peso: 73 kg ,NoDisp,"
Estadísticas 2006/07 ",Celtic,SFAC,5,0,0,0,0,0,0,0,1,0
Neil Lennon,Número: 18 ,Edad: 43 ,Lugar de nacimiento: Irlanda Del Norte ,Altura: 1.75m ,Peso: 73 kg ,NoDisp,"
Estadísticas 2005/06 ",Celtic,LC,2,0,0,0,0,0,0,0,0,0
Neil Lennon,Número: 18 ,Edad: 43 ,Lugar de nacimiento: Irlanda Del Norte ,Altura: 1.75m ,Peso: 73 kg ,NoDisp,"
Estadísticas 2005/06 ",Celtic,SFAC,1,0,0,0,0,0,0,0,0,0
Neil Lennon,Número: 18 ,Edad: 43 ,Lugar de nacimiento: Irlanda Del Norte ,Altura: 1.75m ,Peso: 73 kg ,NoDisp,"
Estadísticas 2005/06 ",Celtic,SPFL,31,1,1,0,0,0,0,0,4,0
Neil Lennon,Número: 18 ,Edad: 43 ,Lugar de nacimiento: Irlanda Del Norte ,Altura: 1.75m ,Peso: 73 kg ,NoDisp,"
Estadísticas 2005/06 ",Celtic,UCL,2,0,0,0,0,0,0,0,0,0
Neil Lennon,Número: 18 ,Edad: 43 ,Lugar de nacimiento: Irlanda Del Norte ,Altura: 1.75m ,Peso: 73 kg ,NoDisp,"
Estadísticas 2004/05 ",Celtic,UCL,6,0,0,0,0,0,0,0,2,0
Neil Lennon,Número: 18 ,Edad: 43 ,Lugar de nacimiento: Irlanda Del Norte ,Altura: 1.75m ,Peso: 73 kg ,NoDisp,"
Estadísticas 2004/05 ",Celtic,SPFL,38,0,0,0,0,0,0,0,6,0
Neil Lennon,Número: 18 ,Edad: 43 ,Lugar de nacimiento: Irlanda Del Norte ,Altura: 1.75m ,Peso: 73 kg ,NoDisp,"
Estadísticas 2004/05 ",Celtic,SFAC,4,0,0,0,0,0,0,0,0,0
Neil Lennon,Número: 18 ,Edad: 43 ,Lugar de nacimiento: Irlanda Del Norte ,Altura: 1.75m ,Peso: 73 kg ,NoDisp,"
Estadísticas 2004/05 ",Celtic,LC,1,0,0,0,0,0,0,0,0,0
Neil Lennon,Número: 18 ,Edad: 43 ,Lugar de nacimiento: Irlanda Del Norte ,Altura: 1.75m ,Peso: 73 kg ,NoDisp,"
Estadísticas 2003/04 ",Celtic,UEFA,4,0,0,0,0,0,0,0,0,0
Neil Lennon,Número: 18 ,Edad: 43 ,Lugar de nacimiento: Irlanda Del Norte ,Altura: 1.75m ,Peso: 73 kg ,NoDisp,"
Estadísticas 2003/04 ",Celtic,SFAC,5,0,0,0,0,0,0,0,2,0
Neil Lennon,Número: 18 ,Edad: 43 ,Lugar de nacimiento: Irlanda Del Norte ,Altura: 1.75m ,Peso: 73 kg ,NoDisp,"
Estadísticas 2003/04 ",Celtic,SPFL,35,0,0,0,0,0,0,0,4,0
Neil Lennon,Número: 18 ,Edad: 43 ,Lugar de nacimiento: Irlanda Del Norte ,Altura: 1.75m ,Peso: 73 kg ,NoDisp,"
Estadísticas 2003/04 ",Celtic,UCL,7,1,0,0,0,0,0,0,1,0
Neil Lennon,Número: 18 ,Edad: 43 ,Lugar de nacimiento: Irlanda Del Norte ,Altura: 1.75m ,Peso: 73 kg ,NoDisp,"
Estadísticas 2002/03 ",Celtic,UCL,2,0,0,0,0,0,0,0,0,0
Neil Lennon,Número: 18 ,Edad: 43 ,Lugar de nacimiento: Irlanda Del Norte ,Altura: 1.75m ,Peso: 73 kg ,NoDisp,"
Estadísticas 2002/03 ",Celtic,SPFL,28,0,0,0,0,0,0,0,5,0
Neil Lennon,Número: 18 ,Edad: 43 ,Lugar de nacimiento: Irlanda Del Norte ,Altura: 1.75m ,Peso: 73 kg ,NoDisp,"
Estadísticas 2002/03 ",Celtic,SFAC,1,0,0,0,0,0,0,0,1,0
Neil Lennon,Número: 18 ,Edad: 43 ,Lugar de nacimiento: Irlanda Del Norte ,Altura: 1.75m ,Peso: 73 kg ,NoDisp,"
Estadísticas 2002/03 ",Celtic,LC,3,0,0,0,0,0,0,0,1,1
Neil Lennon,Número: 18 ,Edad: 43 ,Lugar de nacimiento: Irlanda Del Norte ,Altura: 1.75m ,Peso: 73 kg ,NoDisp,"
Estadísticas 2002/03 ",Irlanda Del Norte,Int,0,1,0,0,0,0,0,0,0,0
Neil Lennon,Número: 18 ,Edad: 43 ,Lugar de nacimiento: Irlanda Del Norte ,Altura: 1.75m ,Peso: 73 kg ,NoDisp,"
Estadísticas 2002/03 ",Celtic,UEFA,12,0,0,0,0,0,0,0,2,0
Neil Lennon,Número: 18 ,Edad: 43 ,Lugar de nacimiento: Irlanda Del Norte ,Altura: 1.75m ,Peso: 73 kg ,NoDisp,"
Estadísticas 2001/02 ",Celtic,UEFA,2,0,0,0,0,0,0,0,0,0
Neil Lennon,Número: 18 ,Edad: 43 ,Lugar de nacimiento: Irlanda Del Norte ,Altura: 1.75m ,Peso: 73 kg ,NoDisp,"
Estadísticas 2001/02 ",Celtic,LC,1,1,0,0,0,0,0,0,1,0
Neil Lennon,Número: 18 ,Edad: 43 ,Lugar de nacimiento: Irlanda Del Norte ,Altura: 1.75m ,Peso: 73 kg ,NoDisp,"
Estadísticas 2001/02 ",Celtic,SFAC,4,0,0,0,0,0,0,0,1,0
Neil Lennon,Número: 18 ,Edad: 43 ,Lugar de nacimiento: Irlanda Del Norte ,Altura: 1.75m ,Peso: 73 kg ,NoDisp,"
Estadísticas 2001/02 ",Celtic,SPFL,23,1,1,0,0,0,0,0,5,0
Neil Lennon,Número: 18 ,Edad: 43 ,Lugar de nacimiento: Irlanda Del Norte ,Altura: 1.75m ,Peso: 73 kg ,NoDisp,"
Estadísticas 2001/02 ",Celtic,UCL,2,0,0,0,0,0,0,0,2,0
Neil Lennon,Número: 18 ,Edad: 43 ,Lugar de nacimiento: Irlanda Del Norte ,Altura: 1.75m ,Peso: 73 kg ,NoDisp,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",UCL,2,0,0,0,0,0,0,0,2,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2011/12 ",Aston Villa,Prem,26,1,4,2,44,13,31,39,7,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2011/12 ",Aston Villa,FAC,2,0,0,2,0,0,0,2,0,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2011/12 ",Aston Villa,CC,1,0,0,0,0,0,2,3,0,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2011/12 ",Bulgaria,ECQ,5,0,0,1,6,2,6,6,1,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2011/12 ",Bulgaria,Int,1,0,0,0,0,0,0,0,0,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2010/11 ",Bulgaria,Int,1,0,0,0,0,0,0,0,0,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2010/11 ",Bulgaria,ECQ,3,0,0,0,5,3,0,2,1,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2010/11 ",Aston Villa,FAC,1,1,1,0,4,3,1,4,2,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2010/11 ",Aston Villa,Prem,23,4,1,2,24,6,34,48,6,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2009/10 ",Bulgaria,WCQ,4,0,0,0,3,1,5,6,1,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2009/10 ",Aston Villa,Prem,37,0,0,1,37,8,46,84,11,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2009/10 ",Aston Villa,FAC,3,0,1,0,1,0,3,3,0,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2009/10 ",Aston Villa,CC,6,0,0,0,4,3,6,12,1,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2008/09 ",Bulgaria,ECQ,12,0,0,2,6,2,14,18,2,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2008/09 ",Aston Villa,CC,1,0,0,0,2,1,0,2,0,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2008/09 ",Aston Villa,Intertoto,2,0,0,0,0,0,0,0,0,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2008/09 ",Aston Villa,UEFA,4,0,1,0,3,2,6,8,2,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2008/09 ",Aston Villa,FAC,3,0,0,1,4,2,6,2,1,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2008/09 ",Aston Villa,Prem,36,0,1,2,37,3,39,69,6,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2008/09 ",Bulgaria,WCQ,5,0,1,1,2,2,3,3,1,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2007/08 ",Bulgaria,Int,1,0,0,0,0,0,0,0,0,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2007/08 ",Aston Villa,Prem,22,6,1,0,25,12,18,41,3,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2007/08 ",Aston Villa,FAC,1,0,0,0,1,0,0,1,0,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2006/07 ",Aston Villa,FAC,1,0,0,0,3,2,0,1,0,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2006/07 ",Aston Villa,Prem,30,0,2,2,63,31,26,65,4,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2006/07 ",Celtic,SPFL,3,0,2,0,0,0,0,0,1,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2006/07 ",Aston Villa,CC,3,0,0,0,4,2,3,8,0,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2006/07 ",Bulgaria,Int,1,0,0,0,0,0,0,0,0,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2005/06 ",Celtic,LC,3,0,0,0,0,0,0,0,0,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2005/06 ",Celtic,SPFL,36,0,10,0,0,0,0,0,5,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2005/06 ",Celtic,UCL,2,0,0,0,0,0,0,0,1,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2004/05 ",Celtic,UCL,6,0,0,0,0,0,0,0,0,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2004/05 ",Celtic,SPFL,37,0,11,0,0,0,0,0,2,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2004/05 ",Celtic,SFAC,5,0,1,0,0,0,0,0,0,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2004/05 ",Celtic,LC,1,0,0,0,0,0,0,0,0,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2004/05 ",Bulgaria,Int,1,0,0,0,0,0,0,0,0,0
Stiliyan Petrov,Número: 19 ,Edad: 35 ,Lugar de nacimiento: Bulgaria ,Altura: 1.83m ,Peso: 69 kg ,NoDisp,"
Estadísticas 2004/05 ",Bulgaria,EC,2,0,0,0,0,0,2,4,1,1
